first_name,last_name,full_name,department,organization,organization_type,country,leader,team_id,position,times_cited,api_name,gender,probability,count
Vipul,Kumar,"Vipul, Kumar",Biochem Engn & Biotechnol,Indian Inst Technol IIT Delhi,Institute,India,"Durai, Sundar",2788,first,59,Vipul,male,0.99,683
Durai,Sundar,"Durai, Sundar",Biochem Engn & Biotechnol,Indian Inst Technol IIT Delhi,Institute,India,"Durai, Sundar",2788,leader,59,Durai,male,0.96,132
Santosh K,Maurya,"Santosh K, Maurya",Genet Sect,Aligarh Muslim Univ,University,India,"Hifzur R, Siddique",2789,first,7,Santosh,male,0.98,2429
Hifzur R,Siddique,"Hifzur R, Siddique",Genet Sect,Aligarh Muslim Univ,University,India,"Hifzur R, Siddique",2789,leader,7,Hifzur,male,1,12
Akhilesh Kumar,Maurya,"Akhilesh Kumar, Maurya",Prayagraj,Indian Inst Informat Technol Allahabad,Institute,India,"Hifzur R, Siddique",2789,other,7,Akhilesh,male,0.99,361
Nidhi,Mishra,"Nidhi, Mishra",Prayagraj,Indian Inst Informat Technol Allahabad,Institute,India,"Hifzur R, Siddique",2789,last,7,Nidhi,female,0.96,513
Padmanabha,Shenoy,"Padmanabha, Shenoy",Cochin,Ctr Arthrit & Rheumatism Excellence CARE,Research,India,"Padmanabha, Shenoy",2790,"first, leader",12,Padmanabha,male,1,10
Aby,Paul,"Aby, Paul",Cochin,Ctr Arthrit & Rheumatism Excellence CARE,Research,India,"Padmanabha, Shenoy",2790,other,12,Aby,female,0.63,1652
Teny Grace,Skaria,"Teny Grace, Skaria",Cochin,Ctr Arthrit & Rheumatism Excellence CARE,Research,India,"Padmanabha, Shenoy",2790,other,12,Teny,female,1,0
Joel,Joby,"Joel, Joby",Cochin,Ctr Arthrit & Rheumatism Excellence CARE,Research,India,"Padmanabha, Shenoy",2790,other,12,Joel,male,0.98,42048
Bazil,Alias,"Bazil, Alias",Cochin,Ctr Arthrit & Rheumatism Excellence CARE,Research,India,"Padmanabha, Shenoy",2790,other,12,Bazil,male,0.96,199
Sakir,Ahmed,"Sakir, Ahmed",Kalinga Inst Med Sci KIMS,KIIT Univ,University,India,"Padmanabha, Shenoy",2790,last,12,Sakir,male,0.95,634
Vineeta,Ojha,"Vineeta, Ojha",Cardiovasc Radiol & Endovasc Intervent,All India Inst Med Sci,Institute,India,"Sanjeev, Kumar",2791,first,41,Vineeta,female,1,40
Niraj Nirmal,Pandey,"Niraj Nirmal, Pandey",Cardiovasc Radiol & Endovasc Intervent,All India Inst Med Sci,Institute,India,"Sanjeev, Kumar",2791,other,41,Niraj,male,0.99,542
Sanjiv,Sharma,"Sanjiv, Sharma",Cardiovasc Radiol & Endovasc Intervent,All India Inst Med Sci,Institute,India,"Sanjeev, Kumar",2791,other,41,Sanjiv,male,0.99,287
Sanjeev,Kumar,"Sanjeev, Kumar",Cardiovasc Radiol & Endovasc Intervent,All India Inst Med Sci,Institute,India,"Sanjeev, Kumar",2791,leader,41,Sanjeev,male,0.99,1566
Avinash,Mani,"Avinash, Mani",Cardiol,Sri Chitra Tirunal Inst Med Sci & Technol,Institute,India,"Sanjeev, Kumar",2791,last,41,Avinash,male,0.99,1582
R,Sujath,"R, Sujath",Vellore,Vellore Inst Technol,Institute,India,"Jyotir Moy, Chatterjee",2792,first,31,Sujath,male,0.93,14
Ashish,Gulia,"Ashish, Gulia",Surg Oncol,Tata Mem Hosp,Hospital,India,"Ashish, Gulia",2793,"first, leader",4,Ashish,male,0.99,3872
Ashish,Gulia,"Ashish, Gulia",Mumbai,Homi Bhabha Natl Inst HBNI,Institute,India,"Ashish, Gulia",2793,leader,4,Ashish,male,0.99,3872
Amit,Janu,"Amit, Janu",Mumbai,Homi Bhabha Natl Inst HBNI,Institute,India,"Ashish, Gulia",2793,other,4,Amit,male,0.99,8292
Ramandeep Singh,Arora,"Ramandeep Singh, Arora",Paediat Oncol,Max Super Special Hosp,Hospital,India,"Ashish, Gulia",2793,other,4,Ramandeep,male,0.79,85
Pankaj Kumar,Panda,"Pankaj Kumar, Panda",Clin Res,Apollo Proton Canc Ctr,Research,India,"Ashish, Gulia",2793,other,4,Pankaj,male,0.99,2920
Anand,Raja,"Anand, Raja",Surg Oncol,Canc Inst WIA,Institute,India,"Ashish, Gulia",2793,other,4,Anand,male,0.99,2738
Akshay,Tiwari,"Akshay, Tiwari",Musculoskeletal Oncol,Max Inst Canc Care,Institute,India,"Ashish, Gulia",2793,other,4,Akshay,male,1,1785
Sameer,Bakhshi,"Sameer, Bakhshi",Dr BRA Inst Rotary Canc Hosp,All India Inst Med Sci AIIMS,Institute,India,"Ashish, Gulia",2793,other,4,Sameer,male,0.99,6216
Naveen,Salins,"Naveen, Salins",Kasturba Med Coll,MAHE,Academy,India,"Ashish, Gulia",2793,other,4,Naveen,male,0.98,2239
Vineeta,Goel,"Vineeta, Goel",Radiat Oncol,Max Super Special Hosp,Hospital,India,"Ashish, Gulia",2793,other,4,Vineeta,female,1,40
Amit,Janu,"Amit, Janu",Radiol,Tata Mem Hosp,Hospital,India,"Ashish, Gulia",2793,last,4,Amit,male,0.99,8292
Manoj Kumar,Mahata,"Manoj Kumar, Mahata",Stroke & Neurointervent,Woodlands Multispecial Hosp Ltd,Hospital,India,"Sonu, Bhaskar",2794,other,19,Manoj,male,0.99,3843
Mohit,Varshney,"Mohit, Varshney",Psychiat,Inst Liver & Biliary Sci ILBS,Institute,India,"Mohit, Varshney",2795,"first, leader",55,Mohit,male,1,1915
Jithin Thomas,Parel,"Jithin Thomas, Parel",Coll Nursing,Inst Liver & Biliary Sci LBS,Institute,India,"Mohit, Varshney",2795,other,55,Jithin,male,1,195
Neeraj,Raizada,"Neeraj, Raizada",Epidemiol & Clin Res,Inst Liver & Biliary Sci ILBS,Institute,India,"Mohit, Varshney",2795,other,55,Neeraj,male,0.99,1321
Shiv Kumar,Sarin,"Shiv Kumar, Sarin",Hepatol,Inst Liver & Biliary Sci ILBS,Institute,India,"Mohit, Varshney",2795,last,55,Shiv,male,0.91,795
Abdul,Rauf,"Abdul, Rauf",Pediat,Baby Mem Hosp,Hospital,India,"Abdul, Rauf",2796,"first, leader",39,Abdul,male,0.98,21332
Ajay,Vijayan,"Ajay, Vijayan",Pediat,Baby Mem Hosp,Hospital,India,"Abdul, Rauf",2796,other,39,Ajay,male,0.99,4648
Shaji Thomas,John,"Shaji Thomas, John",Pediat,Baby Mem Hosp,Hospital,India,"Abdul, Rauf",2796,other,39,Shaji,male,0.95,219
Raghuram,Krishnan,"Raghuram, Krishnan",Cardiol,Baby Mem Hosp,Hospital,India,"Abdul, Rauf",2796,other,39,Raghuram,male,0.92,39
Abdul,Latheef,"Abdul, Latheef",Pediat,Santi Hosp,Hospital,India,"Abdul, Rauf",2796,last,39,Abdul,male,0.98,21332
Dolar,Doshi,"Dolar, Doshi",Publ Hlth Dent,Govt Dent Coll & Hosp,College,India,"Dolar, Doshi",2797,"first, leader",28,Dolar,male,0.91,100
Jagadeeswara Rao,Sukhabogi,"Jagadeeswara Rao, Sukhabogi",Publ Hlth Dent,Govt Dent Coll & Hosp,College,India,"Dolar, Doshi",2797,other,28,Jagadeeswara,male,1,3
Parupalli,Karunakar,"Parupalli, Karunakar",Conservat Dent & Endodont,Panineeya Inst Dent Sci & Hosp,Institute,India,"Dolar, Doshi",2797,other,28,Parupalli,male,1,287
Jammula Surya,Prasanna,"Jammula Surya, Prasanna",Periodont,Panineeya Inst Dent Sci & Hosp,Institute,India,"Dolar, Doshi",2797,other,28,Jammula,male,0.88,6402
Sheshadri Vishnu,Mahajan,"Sheshadri Vishnu, Mahajan",Ophthalmol,BMC,Hospital,India,"Dolar, Doshi",2797,last,28,Sheshadri,male,1,14
Akash,Anand,"Akash, Anand",Bengaluru,Nference Labs,Others,India,"Venky, Soundararajan",2798,other,19,Akash,male,0.99,2051
Ramakrishna,Chilaka,"Ramakrishna, Chilaka",Bengaluru,Nference Labs,Others,India,"Venky, Soundararajan",2798,other,19,Ramakrishna,male,0.99,147
Abhinav,Garg,"Abhinav, Garg",Bengaluru,Nference Labs,Others,India,"Venky, Soundararajan",2798,other,19,Abhinav,male,0.99,756
Rakesh,Barve,"Rakesh, Barve",Bengaluru,Nference Labs,Others,India,"Venky, Soundararajan",2798,other,19,Rakesh,male,0.99,3715
Raghuvir,Keni,"Raghuvir, Keni",Manipal Coll Pharmaceut Sci,Manipal Acad Higher Educ,Academy,India,"Krishnadas, Nandakumar",2799,first,24,Raghuvir,male,1,7
Pawan Ganesh,Nayak,"Pawan Ganesh, Nayak",Manipal Coll Pharmaceut Sci,Manipal Acad Higher Educ,Academy,India,"Krishnadas, Nandakumar",2799,other,24,Pawan,male,0.98,1455
Jayesh,Mudgal,"Jayesh, Mudgal",Manipal Coll Pharmaceut Sci,Manipal Acad Higher Educ,Academy,India,"Krishnadas, Nandakumar",2799,other,24,Jayesh,male,0.99,659
Krishnadas,Nandakumar,"Krishnadas, Nandakumar",Manipal Coll Pharmaceut Sci,Manipal Acad Higher Educ,Academy,India,"Krishnadas, Nandakumar",2799,leader,24,Krishnadas,male,1,18
Sheetanshu,Kumar,"Sheetanshu, Kumar",Dermatol Venereol & Leprosy,All India Inst Med Sci,Institute,India,"Keshavamurthy, Vinay",2800,first,5,Sheetanshu,male,1,2
Sheetanshu,Kumar,"Sheetanshu, Kumar",Dermatol Venereol & Leprol,Postgrad Inst Med Educ & Res,Institute,India,"Keshavamurthy, Vinay",2800,other,5,Sheetanshu,male,1,2
Anuradha,Bishnoi,"Anuradha, Bishnoi",Dermatol Venereol & Leprol,Postgrad Inst Med Educ & Res,Institute,India,"Keshavamurthy, Vinay",2800,other,5,Anuradha,female,0.78,272
Keshavamurthy,Vinay,"Keshavamurthy, Vinay",Dermatol Venereol & Leprol,Postgrad Inst Med Educ & Res,Institute,India,"Keshavamurthy, Vinay",2800,"last, leader",5,Keshavamurthy,male,1,10752
Urooj,Fatima,"Urooj, Fatima",Bot,Aligarh Muslim Univ,University,India,"Md Imtaiyaz, Hassan",2801,first,6,Urooj,female,0.84,122
Saher,Fatima,"Saher, Fatima",Agr Microbiol,Aligarh Muslim Univ,University,India,"Md Imtaiyaz, Hassan",2801,other,6,Saher,male,0.87,974
Md Imtaiyaz,Hassan,"Md Imtaiyaz, Hassan",Ctr Interdisciplinary Res Basic Sci,Jamia Millia Islamia,University,India,"Md Imtaiyaz, Hassan",2801,"last, leader",6,Md,male,0.92,4466
Abhishek,Singh,"Abhishek, Singh",Kolkata 700053,Zool Survey India,Others,India,"Mukesh, Thakur",2802,first,6,Abhishek,male,1,3838
Mukesh,Thakur,"Mukesh, Thakur",Kolkata 700053,Zool Survey India,Others,India,"Mukesh, Thakur",2802,leader,6,Mukesh,male,0.99,1846
Lalit Kumar,Sharma,"Lalit Kumar, Sharma",Kolkata 700053,Zool Survey India,Others,India,"Mukesh, Thakur",2802,other,6,Lalit,male,0.98,821
Kailash,Chandra,"Kailash, Chandra",Kolkata 700053,Zool Survey India,Others,India,"Mukesh, Thakur",2802,other,6,Kailash,male,0.99,417
Abhishek,Singh,"Abhishek, Singh",Gandhinagar 382007,Gujarat Forens Sci Univ,University,India,"Mukesh, Thakur",2802,last,6,Abhishek,male,1,3838
Chinnu Sugavanam,Senthilkumar,"Chinnu Sugavanam, Senthilkumar",Cent Res Lab,Rajas Dent Coll & Hosp,College,India,"Chinnu Sugavanam, Senthilkumar",2803,"first, leader",0,Chinnu,male,0.7,53
Tahir Mohi Ud Din,Malla,"Tahir Mohi Ud Din, Malla",Canc Diagnost & Res Ctr,Sherikashmir Inst Med Sci,Institute,India,"Chinnu Sugavanam, Senthilkumar",2803,other,0,Tahir,male,0.97,7688
Sameena,Akhter,"Sameena, Akhter",Res,Jawaharlal Nehru Canc Hosp & Res Ctr,Hospital,India,"Chinnu Sugavanam, Senthilkumar",2803,other,0,Sameena,female,0.95,107
Narayanan,Ganesh,"Narayanan, Ganesh",Res,Jawaharlal Nehru Canc Hosp & Res Ctr,Hospital,India,"Chinnu Sugavanam, Senthilkumar",2803,other,0,Narayanan,male,0.94,139
Nand Kishore,Sah,"Nand Kishore, Sah",Ara Bihar,Veer Kunwar Singh Univ,University,India,"Chinnu Sugavanam, Senthilkumar",2803,last,0,Nand,male,0.91,169
Harsh,Deora,"Harsh, Deora",Neurosurg,Natl Inst Mental Hlth & Neurosci,Institute,India,"Kanwaljeet, Garg",2804,first,14,Harsh,male,0.99,1329
Shashwat,Mishra,"Shashwat, Mishra",Neurosurg,All India Inst Med Sci,Institute,India,"Kanwaljeet, Garg",2804,other,14,Shashwat,male,1,51
Kanwaljeet,Garg,"Kanwaljeet, Garg",Neurosurg,All India Inst Med Sci,Institute,India,"Kanwaljeet, Garg",2804,leader,14,Kanwaljeet,male,0.81,16
Vivek,Tandon,"Vivek, Tandon",Neurosurg,All India Inst Med Sci,Institute,India,"Kanwaljeet, Garg",2804,other,14,Vivek,male,0.99,3051
Sachin,Borkar,"Sachin, Borkar",Neurosurg,All India Inst Med Sci,Institute,India,"Kanwaljeet, Garg",2804,other,14,Sachin,male,0.99,3110
P Sarat,Chandra,"P Sarat, Chandra",Neurosurg,All India Inst Med Sci,Institute,India,"Kanwaljeet, Garg",2804,other,14,Chandra,male,0.81,2105
Shashank Sharad,Kale,"Shashank Sharad, Kale",Neurosurg,All India Inst Med Sci,Institute,India,"Kanwaljeet, Garg",2804,other,14,Shashank,male,0.99,678
Manjul,Tripathi,"Manjul, Tripathi",Neurosurg,Postgrad Inst Med Educ & Res,Institute,India,"Kanwaljeet, Garg",2804,other,14,Manjul,male,0.92,26
Nagesh,Varshney,"Nagesh, Varshney",Neurosurg,Asha Brain & Spine Ctr,Research,India,"Kanwaljeet, Garg",2804,other,14,Nagesh,male,0.99,209
Deepak K,Tempe,"Deepak K, Tempe",Excellence,Maulana Azad Med Coll,College,India,"Deepak K, Tempe",2805,"first, leader",0,Deepak,male,0.99,5210
Deepak K,Tempe,"Deepak K, Tempe",New Delhi,Maulana Azad Med Coll,College,India,"Deepak K, Tempe",2805,leader,0,Deepak,male,0.99,5210
Gopi C,Khilnani,"Gopi C, Khilnani",PSRI Inst Pulm Crit Care & Sleep Med,PSRI Hosp,Hospital,India,"Deepak K, Tempe",2805,other,0,Gopi,male,0.96,488
J C,Passey,"J C, Passey",New Delhi,Lok Nayak Hosp,Hospital,India,"Deepak K, Tempe",2805,other,0,Passey,male,1,5
B L,Sherwal,"B L, Sherwal",Delhi,Rajiv Gandhi Super Specialty Hosp,Hospital,India,"Deepak K, Tempe",2805,last,0,Sherwal,male,1,0
Pubali,Mandal,"Pubali, Mandal",Environm Engn Div,Indian Inst Technol Kharagpur,Institute,India,"Ashok K, Gupta",2806,first,4,Pubali,female,0.6,5
Ashok K,Gupta,"Ashok K, Gupta",Environm Engn Div,Indian Inst Technol Kharagpur,Institute,India,"Ashok K, Gupta",2806,leader,4,Ashok,male,0.99,2574
Brajesh K,Dubey,"Brajesh K, Dubey",Environm Engn Div,Indian Inst Technol Kharagpur,Institute,India,"Ashok K, Gupta",2806,last,4,Brajesh,male,1,119
Subham,Das,"Subham, Das",Manipal Coll Pharmaceut Sci,Manipal Acad Higher Educ,Academy,India,"Alex, Joseph",2807,first,6,Subham,male,0.97,66
K R,Anu,"K R, Anu",Manipal Coll Pharmaceut Sci,Manipal Acad Higher Educ,Academy,India,"Alex, Joseph",2807,other,6,Anu,female,0.74,2645
Sumit Raosaheb,Birangal,"Sumit Raosaheb, Birangal",Manipal Coll Pharmaceut Sci,Manipal Acad Higher Educ,Academy,India,"Alex, Joseph",2807,other,6,Sumit,male,0.99,2420
Alex,Joseph,"Alex, Joseph",Manipal Coll Pharmaceut Sci,Manipal Acad Higher Educ,Academy,India,"Alex, Joseph",2807,leader,6,Alex,male,0.9,411319
Ajinkya Nitin,Nikam,"Ajinkya Nitin, Nikam",Manipal Coll Pharmaceut Sci,Manipal Acad Higher Educ,Academy,India,"Alex, Joseph",2807,other,6,Ajinkya,male,1,133
Abhijeet,Pandey,"Abhijeet, Pandey",Manipal Coll Pharmaceut Sci,Manipal Acad Higher Educ,Academy,India,"Alex, Joseph",2807,other,6,Abhijeet,male,0.99,533
Srinivas,Mutalik,"Srinivas, Mutalik",Manipal Coll Pharmaceut Sci,Manipal Acad Higher Educ,Academy,India,"Alex, Joseph",2807,last,6,Srinivas,male,0.99,862
Saniya,Mahendiratta,"Saniya, Mahendiratta",Pharmacol,PGIMER,Institute,India,"Bikash, Medhi",2808,first,5,Saniya,female,0.97,285
Phulen,Sarma,"Phulen, Sarma",Pharmacol,PGIMER,Institute,India,"Bikash, Medhi",2808,other,5,Phulen,male,0.72,152
Harish,Kumar,"Harish, Kumar",Pharmacol,PGIMER,Institute,India,"Bikash, Medhi",2808,other,5,Harish,male,0.99,1533
Seema,Bansal,"Seema, Bansal",Pharmacol,PGIMER,Institute,India,"Bikash, Medhi",2808,other,5,Seema,female,0.95,665
Subodh,Kumar,"Subodh, Kumar",Pharmacol,PGIMER,Institute,India,"Bikash, Medhi",2808,other,5,Subodh,male,0.98,228
Ajay,Prakash,"Ajay, Prakash",Pharmacol,PGIMER,Institute,India,"Bikash, Medhi",2808,other,5,Ajay,male,0.99,4648
Bikash,Medhi,"Bikash, Medhi",Pharmacol,PGIMER,Institute,India,"Bikash, Medhi",2808,leader,5,Bikash,male,0.99,303
Rakesh,Sehgal,"Rakesh, Sehgal",Parasitol,PGIMER,Institute,India,"Bikash, Medhi",2808,other,5,Rakesh,male,0.99,3715
Gitika,Batra,"Gitika, Batra",Neurol,PGIMER,Institute,India,"Bikash, Medhi",2808,last,5,Gitika,female,0.93,15
Migita,D'cruz,"Migita, D'cruz",Psychiat,Natl Inst Mental Hlth & Neurosci NIMHANS,Institute,India,"Migita, D'cruz",2809,"first, leader",13,Migita,female,0.67,3
Debanjan,Banerjee,"Debanjan, Banerjee",Psychiat,Natl Inst Mental Hlth & Neurosci NIMHANS,Institute,India,"Migita, D'cruz",2809,last,13,Debanjan,male,1,33
Ankita,Bhatt,"Ankita, Bhatt",Hydro & Renewable Energy,Indian Inst Technol IIT Roorkee,Institute,India,"Sanjeev Kumar, Prajapati",2810,first,6,Ankita,female,0.98,479
Sanjeev Kumar,Prajapati,"Sanjeev Kumar, Prajapati",Hydro & Renewable Energy,Indian Inst Technol IIT Roorkee,Institute,India,"Sanjeev Kumar, Prajapati",2810,leader,6,Sanjeev,male,0.99,1566
Pratham,Arora,"Pratham, Arora",Hydro & Renewable Energy,Indian Inst Technol IIT Roorkee,Institute,India,"Sanjeev Kumar, Prajapati",2810,last,6,Pratham,male,1,82
Vijay,Kumar,"Vijay, Kumar",Chem,Reg Ayurveda Res Inst Drug Dev,Institute,India,"Vijay, Kumar",2811,"first, leader",5,Vijay,male,0.99,4926
Shyam Babu,Singh,"Shyam Babu, Singh",Ayurveda,Reg Ayurveda Res Inst Drug Dev,Institute,India,"Vijay, Kumar",2811,other,5,Shyam,male,0.98,1105
Simranjeet,Singh,"Simranjeet, Singh",Biotechnol,Lovely Profess Univ,University,India,"Vijay, Kumar",2811,other,5,Simranjeet,male,0.83,35
Simranjeet,Singh,"Simranjeet, Singh",Mohali 160059,Punjab Biotechnol Incubators,Others,India,"Vijay, Kumar",2811,other,5,Simranjeet,male,0.83,35
Simranjeet,Singh,"Simranjeet, Singh",Mohali 160059,Reg Adv Water Testing Lab,Others,India,"Vijay, Kumar",2811,last,5,Simranjeet,male,0.83,35
Ananya Jyoti,Gogoi,"Ananya Jyoti, Gogoi",Anthropol,Gauhati Univ,University,India,"Ananya Jyoti, Gogoi",2812,"first, leader",0,Ananya,female,0.91,250
Chandana,Sarmah,"Chandana, Sarmah",Anthropol,Gauhati Univ,University,India,"Ananya Jyoti, Gogoi",2812,last,0,Chandana,male,0.72,173
Subhas,Khajanchi,"Subhas, Khajanchi",Math,Presidency Univ,University,India,"Kankan, Sarkar",2813,first,25,Subhas,male,0.97,38
Kankan,Sarkar,"Kankan, Sarkar",Math,Malda Coll,College,India,"Kankan, Sarkar",2813,"last, leader",25,Kankan,male,0.7,81
Sasanka,Ghosh,"Sasanka, Ghosh",Geog,Kazi Nazrul Univ,University,India,"Biswajeet, Pradhan",2814,first,9,Sasanka,female,0.62,82
Arijit,Das,"Arijit, Das",Geog,Univ Gour Banga,University,India,"Biswajeet, Pradhan",2814,other,9,Arijit,male,1,149
Tusar Kanti,Hembram,"Tusar Kanti, Hembram",Geog,Univ Gour Banga,University,India,"Biswajeet, Pradhan",2814,other,9,Tusar,male,0.8,15
Sunil,Saha,"Sunil, Saha",Geog,Univ Gour Banga,University,India,"Biswajeet, Pradhan",2814,other,9,Sunil,male,0.99,4549
Abdul Arif,Khan,"Abdul Arif, Khan",Indian Council Med Res,Natl AIDS Res Inst,Institute,India,"Zakir, Khan",2815,first,8,Abdul,male,0.98,21332
Giridhara R,Babu,"Giridhara R, Babu",Publ Hlth Fdn India,Indian Inst Publ Hlth Hyderabad,Institute,India,"Megha, Thakur",2816,last,12,Giridhara,male,1,4
Ashwini,Shete,"Ashwini, Shete",MIDC,ICMR Natl AIDS Res Inst,Institute,India,"Ashwini, Shete",2817,"first, leader",13,Ashwini,female,0.73,428
Venkateshwar Reddy,Maryada,"Venkateshwar Reddy, Maryada",Bone & Joint Inst,Sunshine Hosp,Hospital,India,"Praharsha, Mulpur",2818,first,7,Venkateshwar,male,1,15
Praharsha,Mulpur,"Praharsha, Mulpur",Bone & Joint Inst,Sunshine Hosp,Hospital,India,"Praharsha, Mulpur",2818,leader,7,Praharsha,male,0.65,20
Annapareddy Venkata,Guravareddy,"Annapareddy Venkata, Guravareddy",Bone & Joint Inst,Sunshine Hosp,Hospital,India,"Praharsha, Mulpur",2818,other,7,Annapareddy,male,0.86,7
Sudhir Kumar,Pedamallu,"Sudhir Kumar, Pedamallu",SVN Rd,Balaji Hosp,Hospital,India,"Praharsha, Mulpur",2818,other,7,Sudhir,male,1,785
Bolgam,Vijay Bhasker,"Bolgam, Vijay Bhasker",175 RK Math Rd,Ravi Helios Hosp,Hospital,India,"Praharsha, Mulpur",2818,last,7,Bolgam,male,0.99,23293
Mohammed,Idhrees,"Mohammed, Idhrees",Cardiac & Aort Disorders,SIMS Hosp,Hospital,India,"Mohamad, Bashir",2819,first,0,Mohammed,male,0.98,51883
Sneha,Singh,"Sneha, Singh",Ctr Bioinformat Computat & Syst Biol,Pathfinder Res & Training Fdn,Research,India,"Aditya, Arya",2820,first,0,Sneha,female,0.99,699
Aditya,Arya,"Aditya, Arya",Ctr Bioinformat Computat & Syst Biol,Pathfinder Res & Training Fdn,Research,India,"Aditya, Arya",2820,"last, leader",0,Aditya,male,0.98,3231
Avik,Sinha,"Avik, Sinha",Ctr Excellence Sustainable Dev,Goa Inst Management,Institute,India,,2821,other,8,Avik,male,0.98,104
Arnab Kumar,Mishra,"Arnab Kumar, Mishra",CSE,Natl Inst Technol,Institute,India,"Arnab Kumar, Mishra",2822,"first, leader",9,Arnab,male,1,235
Sujit Kumar,Das,"Sujit Kumar, Das",CSE,Natl Inst Technol,Institute,India,"Arnab Kumar, Mishra",2822,other,9,Sujit,male,0.98,381
Pinki,Roy,"Pinki, Roy",CSE,Natl Inst Technol,Institute,India,"Arnab Kumar, Mishra",2822,other,9,Pinki,female,0.7,337
Sivaji,Bandyopadhyay,"Sivaji, Bandyopadhyay",CSE,Natl Inst Technol,Institute,India,"Arnab Kumar, Mishra",2822,last,9,Sivaji,male,1,24
Atanu,Bhattacharjee,"Atanu, Bhattacharjee",Ctr Canc Epidemiol,Tata Mem Hosp,Hospital,India,"Gajendra K, Vishwakarma",2823,first,1,Atanu,male,1,99
Atanu,Bhattacharjee,"Atanu, Bhattacharjee",Mumbai,Homi Bhabha Natl Inst,Institute,India,"Gajendra K, Vishwakarma",2823,other,1,Atanu,male,1,99
Gajendra K,Vishwakarma,"Gajendra K, Vishwakarma",Math & Comp,Indian Inst Technol ISM,Institute,India,"Gajendra K, Vishwakarma",2823,leader,1,Gajendra,male,0.99,148
Souvik,Banerjee,"Souvik, Banerjee",Math & Comp,Indian Inst Technol ISM,Institute,India,"Gajendra K, Vishwakarma",2823,other,1,Souvik,male,1,139
Sharvari,Shukla,"Sharvari, Shukla",Symbiosis Stat Inst,Symbiosis Int Univ,University,India,"Gajendra K, Vishwakarma",2823,last,1,Sharvari,female,0.89,9
Manish,Sarkar,"Manish, Sarkar",Biochem,Bose Inst,Institute,India,"Manish, Sarkar",2824,"first, leader",13,Manish,male,0.99,3879
Manikanda Bharath,Karuppasamy,"Manikanda Bharath, Karuppasamy",Inst Ocean Management,Anna Univ,University,India,"Manikanda Bharath, Karuppasamy",2825,"first, leader",16,Manikanda,male,1,10
Srinivasalu,Seshachalam,"Srinivasalu, Seshachalam",Inst Ocean Management,Anna Univ,University,India,"Manikanda Bharath, Karuppasamy",2825,other,16,Srinivasalu,male,1,6
Usha,Natesan,"Usha, Natesan",Ctr Water Resources,Anna Univ,University,India,"Manikanda Bharath, Karuppasamy",2825,other,16,Usha,female,0.95,504
Chundankuzhiyil Ulahannan,Thresia,"Chundankuzhiyil Ulahannan, Thresia",Bangalore,Inst Publ Hlth,Institute,India,"Chundankuzhiyil Ulahannan, Thresia",2826,"first, leader",1,Chundankuzhiyil,female,0.94,18
Prashanth Nuggehalli,Srinivas,"Prashanth Nuggehalli, Srinivas",Bangalore,Inst Publ Hlth,Institute,India,"Chundankuzhiyil Ulahannan, Thresia",2826,other,1,Prashanth,male,1,464
Chettiparambil Kumaran,Jagadeesan,"Chettiparambil Kumaran, Jagadeesan",Directorate Hlth Serv,Gen Hosp Junct,Hospital,India,"Chundankuzhiyil Ulahannan, Thresia",2826,last,1,Chettiparambil,male,1,114
S B,Santhosh,"S B, Santhosh",Pharmaceut Chem,JSS Acad Higher Educ & Res,Academy,India,"S B, Santhosh",2827,"first, leader",0,Santhosh,male,0.99,969
A Mohamed Sheik,Tharik,"A Mohamed Sheik, Tharik",Pharmaceut Chem,JSS Acad Higher Educ & Res,Academy,India,"S B, Santhosh",2827,other,0,Tharik,male,1,15
M J N,Chandrasekar,"M J N, Chandrasekar",Pharmaceut Chem,JSS Acad Higher Educ & Res,Academy,India,"S B, Santhosh",2827,other,0,Chandrasekar,male,0.99,76
S B,Santhosh,"S B, Santhosh",Pharmaceut Anal,JSS Acad Higher Educ & Res,Academy,India,"S B, Santhosh",2827,leader,0,Santhosh,male,0.99,969
